Count,"Tradelist Count",Name,Edition,"Card Number",Condition,Foil,Signed,"Artist Proof","Altered Art",Misprint,Promo,Textless,"My Price"
1,,"Arrogant Bloodlord","Rise of the Eldrazi",94,,,,,,,,,0.27
1,,"Aura Finesse","Rise of the Eldrazi",54,,,,,,,,,0.24
2,,"Aura Gnarlid","Rise of the Eldrazi",175,,,,,,,,,0.25
1,,"Bala Ged Scorpion","Rise of the Eldrazi",95,,,,,,,,,0.20
1,,"Battle Rampart","Rise of the Eldrazi",135,,,,,,,,,0.20
1,,"Bloodrite Invoker","Rise of the Eldrazi",97,,,,,,,,,0.21
1,,Bramblesnap,"Rise of the Eldrazi",180,,,,,,,,,0.25
1,,"Brood Birthing","Rise of the Eldrazi",138,,,,,,,,,0.25
1,,"Champion's Drake","Rise of the Eldrazi",56,,,,,,,,,0.23
1,,"Consume the Meek","Rise of the Eldrazi",100,,,,,,,,,0.49
1,,"Contaminated Ground","Rise of the Eldrazi",102,,,,,,,,,0.24
2,,Corpsehatch,"Rise of the Eldrazi",103,,,,,,,,,0.25
1,,"Death Cultist","Rise of the Eldrazi",105,,,,,,,,,0.24
1,,"Demonic Appetite","Rise of the Eldrazi",106,,,,,,,,,0.21
2,,Demystify,"Rise of the Eldrazi",18,,,,,,,,,0.20
1,,"Disaster Radius","Rise of the Eldrazi",141,,,,,,,,,0.35
1,,"Distortion Strike","Rise of the Eldrazi",60,,,,,,,,,0.74
1,,Domestication,"Rise of the Eldrazi",61,,,,,,,,,0.25
1,,"Echo Mage","Rise of the Eldrazi",64,,,,,,,,,0.56
1,,"Eel Umbra","Rise of the Eldrazi",65,,,,,,,,,0.23
1,,"Enatu Golem","Rise of the Eldrazi",217,,,,,,,,,0.25
1,,"Fissure Vent","Rise of the Eldrazi",144,,,,,,,,,0.20
2,,"Fleeting Distraction","Rise of the Eldrazi",67,,,,,,,,,0.24
1,,"Frostwind Invoker","Rise of the Eldrazi",68,,,,,,,,,0.21
2,,Gloomhunter,"Rise of the Eldrazi",111,,,,,,,,,0.20
1,,"Glory Seeker","Rise of the Eldrazi",22,,,,,,,,,0.19
1,,"Goblin Arsonist","Rise of the Eldrazi",147,,,,,,,,,0.20
1,,"Grotag Siege-Runner","Rise of the Eldrazi",149,,,,,,,,,0.20
1,,"Guard Duty","Rise of the Eldrazi",23,,,,,,,,,0.20
1,,"Hada Spy Patrol","Rise of the Eldrazi",71,,,,,,,,,0.26
2,,"Harmless Assault","Rise of the Eldrazi",24,,,,,,,,,0.24
1,,"Heat Ray","Rise of the Eldrazi",150,,,,,,,,,0.20
1,,"Hedron-Field Purists","Rise of the Eldrazi",25,,,,,,,,,0.40
1,,"Hellcarver Demon","Rise of the Eldrazi",113,,,,,,,,,1.00
1,,"Induce Despair","Rise of the Eldrazi",114,,,,,,,,,0.20
1,,"Irresistible Prey","Rise of the Eldrazi",188,,,,,,,,,0.25
1,,"Jwari Scuttler","Rise of the Eldrazi",73,,,,,,,,,0.23
1,,"Kabira Vindicator","Rise of the Eldrazi",28,,,,,,,,,0.26
1,,"Kiln Fiend","Rise of the Eldrazi",153,,foil,,,,,,,2.53
1,,"Knight of Cliffhaven","Rise of the Eldrazi",29,,,,,,,,,0.23
1,,"Lagac Lizard","Rise of the Eldrazi",154,,,,,,,,,0.20
2,,"Last Kiss","Rise of the Eldrazi",116,,,,,,,,,0.20
1,,"Lay Bare","Rise of the Eldrazi",74,,,,,,,,,0.22
1,,"Leaf Arrow","Rise of the Eldrazi",194,,,,,,,,,0.20
2,,"Living Destiny","Rise of the Eldrazi",195,,,,,,,,,0.20
1,,"Makindi Griffin","Rise of the Eldrazi",36,,,,,,,,,0.20
1,,"Merfolk Skyscout","Rise of the Eldrazi",77,,,,,,,,,0.25
1,,"Might of the Masses","Rise of the Eldrazi",196,,,,,,,,,0.20
1,,Naturalize,"Rise of the Eldrazi",199,,,,,,,,,0.23
1,,Nighthaze,"Rise of the Eldrazi",118,,,,,,,,,0.25
1,,"Not of This World","Rise of the Eldrazi",8,,,,,,,,,3.27
1,,"Null Champion","Rise of the Eldrazi",121,,,,,,,,,0.24
2,,"Ogre Sentry","Rise of the Eldrazi",159,,,,,,,,,0.20
1,,"Ogre's Cleaver","Rise of the Eldrazi",220,,,,,,,,,0.30
1,,"Overgrown Battlement","Rise of the Eldrazi",203,,,,,,,,,0.45
1,,"Pennon Blade","Rise of the Eldrazi",221,,,,,,,,,0.26
2,,"Perish the Thought","Rise of the Eldrazi",123,,,,,,,,,0.21
1,,"Prey's Vengeance","Rise of the Eldrazi",205,,,,,,,,,0.25
1,,"Puncturing Light","Rise of the Eldrazi",41,,,,,,,,,0.21
1,,"Reinforced Bulwark","Rise of the Eldrazi",223,,,,,,,,,0.23
1,,"Repel the Darkness","Rise of the Eldrazi",42,,,,,,,,,0.20
1,,"Skywatcher Adept","Rise of the Eldrazi",88,,,,,,,,,0.24
1,,Smite,"Rise of the Eldrazi",43,,,,,,,,,0.22
1,,"Snake Umbra","Rise of the Eldrazi",207,,,,,,,,,0.39
1,,"Splinter Twin","Rise of the Eldrazi",165,,,,,,,,,12.35
1,,"Stomper Cub","Rise of the Eldrazi",210,,,,,,,,,0.20
2,,"Suffer the Past","Rise of the Eldrazi",128,,,,,,,,,0.39
2,,"Venerated Teacher","Rise of the Eldrazi",93,,,,,,,,,0.20
1,,"Virulent Swipe","Rise of the Eldrazi",131,,,,,,,,,0.26
1,,"Wildheart Invoker","Rise of the Eldrazi",213,,,,,,,,,0.20
1,,"Zof Shade","Rise of the Eldrazi",132,,,,,,,,,0.20
2,,"Air Servant","Magic 2011",42,,,,,,,,,0.23
1,,"Ajani's Mantra","Magic 2011",2,,,,,,,,,0.36
1,,Assassinate,"Magic 2011",81,,,,,,,,,0.19
1,,"Autumn's Veil","Magic 2011",162,,,,,,,,,0.50
2,,"Barony Vampire","Magic 2011",82,,,,,,,,,0.19
1,,"Birds of Paradise","Magic 2011",165,,,,,,,,,13.00
2,,"Blood Tithe","Magic 2011",84,,,,,,,,,0.26
3,,"Bloodthrone Vampire","Magic 2011",85,,,,,,,,,0.24
1,,"Bog Raiders","Magic 2011",86,,,,,,,,,0.19
2,,"Captivating Vampire","Magic 2011",87,,,,,,,,,8.94
1,,"Captivating Vampire","Magic 2011",87,,foil,,,,,,,8.08
2,,"Child of Night","Magic 2011",88,,,,,,,,,0.20
1,,"Cloud Crusader","Magic 2011",10,,,,,,,,,0.19
1,,Corrupt,"Magic 2011",89,,,,,,,,,0.24
1,,"Crystal Ball","Magic 2011",203,,,,,,,,,0.45
1,,"Cudgel Troll","Magic 2011",167,,,,,,,,,0.24
1,,Disentomb,"Magic 2011",94,,,,,,,,,0.20
4,,"Doom Blade","Magic 2011",95,,,,,,,,,0.28
1,,"Elvish Archdruid","Magic 2011",171,,,,,,,,,2.00
1,,"Fauna Shaman","Magic 2011",172,,,,,,,,,14.20
1,,"Giant Spider","Magic 2011",179,,,,,,,,,0.19
1,,"Goblin Piker","Magic 2011",142,,,,,,,,,0.19
1,,"Goldenglow Moth","Magic 2011",15,,,,,,,,,0.22
2,,Gravedigger,"Magic 2011",98,,,,,,,,,0.20
1,,"Hornet Sting","Magic 2011",181,,,,,,,,,0.20
1,,"Howling Banshee","Magic 2011",100,,,,,,,,,0.23
1,,"Hunters' Feast","Magic 2011",182,,,,,,,,,0.19
1,,"Ice Cage","Magic 2011",57,,,,,,,,,0.19
1,,Incite,"Magic 2011",145,,,,,,,,,0.19
1,,"Leyline of the Void","Magic 2011",101,,,,,,,,,8.06
4,,"Leyline of Vitality","Magic 2011",183,,,,,,,,,8.97
2,,"Lightning Bolt","Magic 2011",149,,,,,,,,,2.57
1,,"Liliana's Specter","Magic 2011",104,,,,,,,,,0.26
6,,"Llanowar Elves","Magic 2011",184,,,,,,,,,0.30
2,,"Maritime Guard","Magic 2011",63,,,,,,,,,0.19
2,,"Mind Rot","Magic 2011",105,,,,,,,,,0.20
1,,Naturalize,"Magic 2011",186,,,,,,,,,0.20
1,,"Nature's Spiral","Magic 2011",187,,,,,,,,,0.24
1,,"Nether Horror","Magic 2011",108,,,,,,,,,0.17
1,,"Nightwing Shade","Magic 2011",109,,,,,,,,,0.18
1,,"Palace Guard","Magic 2011",24,,,,,,,,,0.21
1,,"Platinum Angel","Magic 2011",212,,,,,,,,,10.80
1,,"Prized Unicorn","Magic 2011",193,,,,,,,,,0.25
1,,"Prodigal Pyromancer","Magic 2011",152,,,,,,,,,0.25
1,,"Reassembling Skeleton","Magic 2011",112,,,,,,,,,0.35
1,,"Rise from the Grave","Magic 2011",114,,,,,,,,,0.24
1,,"Rotting Legion","Magic 2011",115,,,,,,,,,0.19
1,,"Siege Mastodon","Magic 2011",29,,,,,,,,,0.19
1,,"Sign in Blood","Magic 2011",117,,,,,,,,,0.31
3,,"Stabbing Pain","Magic 2011",118,,,,,,,,,0.19
1,,"Stormfront Pegasus","Magic 2011",34,,,,,,,,,0.20
1,,"Sylvan Ranger","Magic 2011",198,,,,,,,,,0.25
1,,"Thunder Strike","Magic 2011",157,,,,,,,,,0.19
1,,"Time Reversal","Magic 2011",75,,,,,,,,,4.00
1,,"Unholy Strength","Magic 2011",119,,,,,,,,,0.20
1,,"Viscera Seer","Magic 2011",120,,,,,,,,,0.80
1,,"Vulshok Berserker","Magic 2011",159,,,,,,,,,0.19
1,,"Wall of Frost","Magic 2011",79,,,,,,,,,0.31
1,,"Water Servant","Magic 2011",80,,,,,,,,,0.23
1,,"Contagious Nim","Scars of Mirrodin",58,,,,,,,,,0.25
1,,"Darkslick Shores","Scars of Mirrodin",226,,,,,,,,,37.62
1,,"Dross Hopper","Scars of Mirrodin",60,,,,,,,,,0.19
2,,"Ezuri's Brigade","Scars of Mirrodin",121,,,,,,,,,0.36
1,,"Geth, Lord of the Vault","Scars of Mirrodin",64,,,,,,,,,1.57
2,,"Moriok Reaver","Scars of Mirrodin",70,,,,,,,,,0.20
1,,"Necrogen Scudder","Scars of Mirrodin",71,,,,,,,,,0.24
1,,"Plated Seastrider","Scars of Mirrodin",38,,,,,,,,,0.20
1,,"Relic Putrescence","Scars of Mirrodin",77,,,,,,,,,0.21
1,,"Revoke Existence","Scars of Mirrodin",18,,,,,,,,,0.20
1,,Skinrender,"Scars of Mirrodin",78,,,,,,,,,0.30
1,,"Slice in Twain","Scars of Mirrodin",127,,,,,,,,,0.25
1,,"Tainted Strike","Scars of Mirrodin",80,,,,,,,,,1.19
1,,"Turn Aside","Scars of Mirrodin",49,,,,,,,,,0.25
1,,"Viridian Revel","Scars of Mirrodin",132,,,,,,,,,0.25
1,,"Withstand Death","Scars of Mirrodin",134,,,,,,,,,0.33
1,,"Inkmoth Nexus","Mirrodin Besieged",145,,foil,,,,,,,44.11
4,,"Lead the Stampede","Mirrodin Besieged",82,,,,,,,,,0.30
3,,"Phyrexian Rager","Mirrodin Besieged",51,,,,,,,,,0.21
4,,Shriekhorn,"Mirrodin Besieged",130,,,,,,,,,0.39
4,,"Blighted Agent","New Phyrexia",29,,,,,,,,,0.95
1,,"Chancellor of the Annex","New Phyrexia",6,,,,,,,,,2.92
1,,"Etched Monstrosity","New Phyrexia",135,,foil,,,,,,,2.49
3,,"Geth's Verdict","New Phyrexia",61,,,,,,,,,0.48
4,,"Glistener Elf","New Phyrexia",111,,,,,,,,,1.16
2,,"Mutagenic Growth","New Phyrexia",116,,,,,,,,,3.98
2,,"Dungrove Elder","Magic 2012",171,,,,,,,,,1.50
1,,"Elvish Archdruid","Magic 2012",172,,,,,,,,,1.80
2,,"Llanowar Elves","Magic 2012",182,,,,,,,,,0.33
2,,"Sengir Vampire","Magic 2012",107,,,,,,,,,0.25
1,,"Liliana of the Veil",Innistrad,105,,,,,,,,,94.44
1,,"Skaab Ruinator",Innistrad,77,,,,,,,,,0.98
1,,"Sulfur Falls",Innistrad,248,,,,,,,,,5.39
2,,"Unbreathing Horde",Innistrad,121,,,,,,,,,0.95
4,,"Stromkirk Captain","Dark Ascension",143,,,,,,,,,0.50
1,,"Cavern of Souls","Avacyn Restored",226,,,,,,,,,91.40
2,,Griselbrand,"Avacyn Restored",106,,,,,,,,,14.49
1,,Divination,"Magic 2013",47,,,,,,,,,0.20
2,,"Drowned Catacomb","Magic 2013",223,,,,,,,,,7.13
2,,"Rootbound Crag","Magic 2013",228,,,,,,,,,3.41
2,,"Vampire Nighthawk","Magic 2013",112,,,,,,,,,0.50
1,,"Vampire Nocturnus","Magic 2013",113,,,,,,,,,7.36
3,,"Abrupt Decay","Return to Ravnica",141,,,,,,,,,6.49
3,,"Blood Crypt","Return to Ravnica",238,,,,,,,,,20.99
4,,"Golgari Charm","Return to Ravnica",164,,,,,,,,,0.91
1,,"Grisly Salvage","Return to Ravnica",165,,foil,,,,,,,2.18
1,,"Overgrown Tomb","Return to Ravnica",243,,,,,,,,,15.47
4,,"Pithing Needle","Return to Ravnica",231,,,,,,,,,5.45
1,,Syncopate,"Return to Ravnica",54,,,,,,,,,0.25
2,,"Contaminated Ground",Gatecrash,59,,,,,,,,,0.17
1,,"Godless Shrine",Gatecrash,242,,,,,,,,,13.11
1,,"Stomping Ground",Gatecrash,247,,,,,,,,,11.45
4,,"Hidden Strings","Dragon's Maze",12,,,,,,,,,0.33
4,,Putrefy,"Dragon's Maze",93,,,,,,,,,0.30
1,,"Battle Sliver","Magic 2014 Core Set",128,,foil,,,,,,,0.90
4,,"Elvish Mystic","Magic 2014 Core Set",169,,,,,,,,,0.58
4,,"Into the Wilds","Magic 2014 Core Set",180,,,,,,,,,0.89
4,,"Predatory Sliver","Magic 2014 Core Set",189,,,,,,,,,0.81
1,,"Sentinel Sliver","Magic 2014 Core Set",30,,,,,,,,,1.04
3,,"Striking Sliver","Magic 2014 Core Set",157,,,,,,,,,0.50
2,,"Anger of the Gods",Theros,112,,,,,,,,,1.50
1,,"Ashen Rider",Theros,187,,,,,,,,,1.95
2,,"Fleecemane Lion",Theros,193,,,,,,,,,1.18
4,,"Gray Merchant of Asphodel",Theros,89,,,,,,,,,0.50
4,,Thoughtseize,Theros,107,,,,,,,,,19.16
3,,"Satyr Wayfinder","Born of the Gods",136,,,,,,,,,0.24
1,,"Faceless Butcher","Time Spiral",43,,,,,,,,,0.31
1,,"Gemstone Mine","Time Spiral",119,,,,,,,,,8.77
2,,Pendelhaven,"Time Spiral",120,,,,,,,,,3.99
1,,"Undead Warchief","Time Spiral",52,,foil,,,,,,,8.25
1,,Pendelhaven,"FNM Promos",96,,foil,,,,,,,3.59
1,,"Vraska the Unseen","Duel Decks: Jace vs. Vraska",42,,foil,,,,,,,1.51
1,,"Sorin, Lord of Innistrad","Duel Decks: Sorin vs. Tibalt",1,,foil,,,,,,,4.89
1,,"Vampire Nighthawk","Duel Decks: Sorin vs. Tibalt",12,,,,,,,,,0.55
3,,"Life from the Loam","Duel Decks: Izzet vs. Golgari",69,,,,,,,,,16.60
1,,"Stinkweed Imp","Duel Decks: Izzet vs. Golgari",54,,,,,,,,,1.33
2,,"Doran, the Siege Tower","From the Vault: Legends",3,,foil,,,,,,,5.30
1,,"Murmuring Bosk","From the Vault: Realms",11,,foil,,,,,,,2.97
1,,"Chainer's Edict","From the Vault: Twenty",10,,,,,,,,,0.00
1,,"Dark Ritual","From the Vault: Twenty",1,,foil,,,,,,,5.30
1,,"Vivid Grove","Modern Masters",227,,,,,,,,,0.49
2,,"Animate Dead","Premium Deck Series: Graveborn",16,,foil,,,,,,,5.38
1,,Entomb,"Premium Deck Series: Graveborn",14,,foil,,,,,,,25.80
4,,Exhume,"Premium Deck Series: Graveborn",17,,foil,,,,,,,1.25
1,,"Faceless Butcher","Premium Deck Series: Graveborn",3,,foil,,,,,,,0.40
1,,"Behemoth Sledge","Commander 2013",178,,,,,,,,,0.40
3,,"Vivid Marsh","Commander 2013",336,,,,,,,,,1.72
1,,"Beast Within","Planechase 2012",57,,,,,,,,,2.23
1,,Helldozer,Planechase,30,,,,,,,,,1.64
1,,"Nature's Claim",Conspiracy,171,,,,,,,,,0.81
1,,"Vampire Nocturnus","Prerelease Cards",41,,foil,,,,,,,7.94
2,,"Dungrove Elder","Game Day Promos",19,,foil,,,,,,,6.53
3,,"Caves of Koilos","Magic 2015 Core Set",241,,,,,,,,,1.00
4,,"Cuombajj Witches",Anthologies,21,,,,,,,,,0.80
2,,"Become Immense","Khans of Tarkir",130,,,,,,,,,0.31
3,,"Bloodstained Mire","Khans of Tarkir",230,,,,,,,,,47.97
2,,"Dig Through Time","Khans of Tarkir",36,,,,,,,,,2.60
1,,"Flooded Strand","Khans of Tarkir",233,,,,,,,,,39.88
1,,"Polluted Delta","Khans of Tarkir",239,,,,,,,,,50.00
1,,"Sorin, Solemn Visitor","Khans of Tarkir",202,,,,,,,,,3.25
5,,"Windswept Heath","Khans of Tarkir",248,,,,,,,,,36.42
2,,"Wooded Foothills","Khans of Tarkir",249,,,,,,,,,52.24
2,,"Elvish Archdruid","Commander 2014",190,,,,,,,,,1.83
1,,"Loxodon Warhammer","Commander 2014",247,,,,,,,,,0.77
2,,"Gurmag Angler","Fate Reforged",72,,,,,,,,,0.33
4,,"Ancient Carp","Dragons of Tarkir",44,,,,,,,,,0.19
3,,"Collected Company","Dragons of Tarkir",177,,,,,,,,,19.95
1,,"Stinkweed Imp","Duel Decks: Anthology",36,,,,,,,,,1.83
1,,"Creakwood Liege","Modern Masters 2015 Edition",191,,,,,,,,,13.97
1,,"Creakwood Liege","Modern Masters 2015 Edition",191,,foil,,,,,,,11.81
2,,"Mutagenic Growth","Modern Masters 2015 Edition",149,,,,,,,,,4.48
1,,"Noble Hierarch","Modern Masters 2015 Edition",151,,,,,,,,,22.84
2,,"Vampire Lacerator","Modern Masters 2015 Edition",101,,foil,,,,,,,0.13
1,,"Caves of Koilos","Magic Origins",245,,,,,,,,,1.00
2,,"Dwynen's Elite","Magic Origins",173,,,,,,,,,0.44
2,,"Shaman of the Pack","Magic Origins",217,,,,,,,,,0.42
2,,"Yavimaya Coast","Magic Origins",252,,,,,,,,,1.00
2,,Groundswell,"Duel Decks: Zendikar vs. Eldrazi",15,,,,,,,,,0.99
4,,"Ally Encampment","Battle for Zendikar",228,,,,,,,,,0.47
1,,"Gideon, Ally of Zendikar","Battle for Zendikar",29,,,,,,,,,6.79
1,,"Gideon's Reproach","Battle for Zendikar",30,,,,,,,,,0.19
1,,"Shambling Vent","Battle for Zendikar",244,,,,,,,,,1.19
2,,"Sylvan Scrying","Battle for Zendikar",192,,,,,,,,,0.95
1,,"Drudge Skeletons","Duels of the Planeswalkers",22,,,,,,,,,0.25
1,,"Dusk Imp","Duels of the Planeswalkers",23,,,,,,,,,0.20
1,,"Unholy Strength","Duels of the Planeswalkers",36,,,,,,,,,0.25
1,,"Dark Ritual","Coldsnap Theme Decks",24,,,,,,,,,1.52
1,,"Timber Gorge","Oath of the Gatewatch",179,,,,,,,,,0.25
1,,"Temple of Mystery","Clash Pack Promos",6,,foil,,,,,,,1.80
1,,"Dauntless Dourbark","Gateway Promos",12,,foil,,,,,,,6.80
1,,"Vampire Nighthawk","WPN Promos",33,,foil,,,,,,,2.83
1,,Griselbrand,"Grand Prix Promos",11,,foil,,,,,,,12.30
1,,"Bygone Bishop","Shadows over Innistrad",8,,,,,,,,,0.51
1,,"Byway Courier","Shadows over Innistrad",196,,,,,,,,,0.20
1,,"Convicted Killer","Shadows over Innistrad",149a/149b,,,,,,,,,0.21
1,,"Drownyard Explorers","Shadows over Innistrad",56,,,,,,,,,0.20
1,,"Eerie Interlude","Shadows over Innistrad",16,,,,,,,,,1.80
1,,"Emissary of the Sleepless","Shadows over Innistrad",17,,,,,,,,,0.19
1,,"Explosive Apparatus","Shadows over Innistrad",255,,,,,,,,,0.18
5,,"Foreboding Ruins","Shadows over Innistrad",272,,,,,,,,,3.15
1,,"Just the Wind","Shadows over Innistrad",71,,,,,,,,,0.19
3,,"Lightning Axe","Shadows over Innistrad",170,,,,,,,,,0.40
4,,"Pore Over the Pages","Shadows over Innistrad",79,,,,,,,,,0.28
4,,"Prized Amalgam","Shadows over Innistrad",249,,,,,,,,,2.01
1,,"Reaper of Flight Moonsilver","Shadows over Innistrad",36,,,,,,,,,0.25
1,,"Runaway Carriage","Shadows over Innistrad",261,,,,,,,,,0.20
1,,"Senseless Rage","Shadows over Innistrad",180,,,,,,,,,0.21
1,,"Sinister Concoction","Shadows over Innistrad",135,,,,,,,,,0.25
1,,"Survive the Night","Shadows over Innistrad",41,,,,,,,,,0.19
1,,"Trail of Evidence","Shadows over Innistrad",93,,foil,,,,,,,3.92
1,,"Uncaged Fury","Shadows over Innistrad",188,,,,,,,,,0.23
2,,"Sylvan Scrying","FNM Promos",193,,foil,,,,,,,2.54
4,,"Cabal Therapy","Eternal Masters",83,,foil,,,,,,,1.36
3,,Entomb,"Eternal Masters",87,,,,,,,,,25.00
2,,"Heritage Druid","Eternal Masters",171,,,,,,,,,11.99
2,,"Shaman of the Pack","Eternal Masters",205,,,,,,,,,0.41
1,,"Abandon Reason","Eldritch Moon",115,,,,,,,,,0.25
1,,"Abundant Maw","Eldritch Moon",1,,,,,,,,,0.25
1,,"Advanced Stitchwing","Eldritch Moon",49,,,,,,,,,0.25
1,,"Alchemist's Greeting","Eldritch Moon",116,,,,,,,,,0.20
1,,"Backwoods Survivalists","Eldritch Moon",150,,,,,,,,,0.19
1,,"Blessed Alliance","Eldritch Moon",13,,,,,,,,,0.47
1,,"Blood Mist","Eldritch Moon",119,,,,,,,,,0.30
1,,Bloodbriar,"Eldritch Moon",151,,,,,,,,,0.22
1,,"Bloodhall Priest","Eldritch Moon",181,,,,,,,,,0.40
1,,"Bold Impaler","Eldritch Moon",120,,,,,,,,,0.20
1,,"Boon of Emrakul","Eldritch Moon",81,,,,,,,,,0.19
1,,"Borrowed Grace","Eldritch Moon",14,,,,,,,,,0.20
1,,"Borrowed Hostility","Eldritch Moon",121,,,,,,,,,0.24
1,,"Borrowed Malevolence","Eldritch Moon",82,,,,,,,,,0.19
1,,"Brazen Wolves","Eldritch Moon",122,,,,,,,,,0.20
1,,"Campaign of Vengeance","Eldritch Moon",182,,,,,,,,,0.25
1,,"Cathar's Shield","Eldritch Moon",192,,,,,,,,,0.25
1,,"Cemetery Recruitment","Eldritch Moon",83,,,,,,,,,0.24
1,,"Certain Death","Eldritch Moon",84,,,,,,,,,0.18
1,,"Chilling Grasp","Eldritch Moon",50,,,,,,,,,0.25
1,,"Choking Restraints","Eldritch Moon",16,,,,,,,,,0.18
1,,"Clear Shot","Eldritch Moon",152,,,,,,,,,0.25
1,,"Conduit of Storms","Eldritch Moon",124a/124b,,,,,,,,,0.25
1,,"Contingency Plan","Eldritch Moon",52,,,,,,,,,0.22
1,,Convolute,"Eldritch Moon",53,,,,,,,,,0.18
1,,"Courageous Outrider","Eldritch Moon",18,,,,,,,,,0.25
1,,"Crop Sigil","Eldritch Moon",153,,,,,,,,,0.25
1,,"Crossroads Consecrator","Eldritch Moon",154,,,,,,,,,0.19
1,,"Cryptolith Fragment","Eldritch Moon",193a/193b,,,,,,,,,0.36
1,,"Cultist's Staff","Eldritch Moon",194,,,,,,,,,0.19
1,,"Curious Homunculus","Eldritch Moon",54a/54b,,,,,,,,,0.48
1,,"Dawn Gryff","Eldritch Moon",19,,,,,,,,,0.19
1,,"Decimator of the Provinces","Eldritch Moon",2,,,,,,,,,1.82
1,,"Deranged Whelp","Eldritch Moon",125,,,,,,,,,0.24
1,,"Desperate Sentry","Eldritch Moon",21,,,,,,,,,0.20
1,,Displace,"Eldritch Moon",55,,,,,,,,,0.40
1,,"Distemper of the Blood","Eldritch Moon",126,,,,,,,,,0.24
1,,"Distended Mindbender","Eldritch Moon",3,,,,,,,,,0.44
1,,"Drag Under","Eldritch Moon",57,,,,,,,,,0.19
1,,"Drogskol Shieldmate","Eldritch Moon",22,,,,,,,,,0.24
1,,"Drownyard Behemoth","Eldritch Moon",4,,,,,,,,,0.25
1,,"Dusk Feaster","Eldritch Moon",88,,,,,,,,,0.25
1,,"Elder Deep-Fiend","Eldritch Moon",5,,,,,,,,,0.59
2,,"Emrakul's Evangel","Eldritch Moon",156,,,,,,,,,0.42
1,,"Emrakul's Influence","Eldritch Moon",157,,,,,,,,,0.25
1,,"Enlightened Maniac","Eldritch Moon",58,,,,,,,,,0.19
1,,"Extricator of Sin","Eldritch Moon",23a/23b,,,,,,,,,0.25
1,,"Exultant Cultist","Eldritch Moon",59,,,,,,,,,0.18
1,,"Faith Unbroken","Eldritch Moon",24,,,,,,,,,0.25
1,,"Faithbearer Paladin","Eldritch Moon",25,,,,,,,,,0.19
1,,"Falkenrath Reaver","Eldritch Moon",127,,,,,,,,,0.19
1,,"Field Creeper","Eldritch Moon",195,,,,,,,,,0.20
1,,"Fiend Binder","Eldritch Moon",26,,,,,,,,,0.19
1,,Fogwalker,"Eldritch Moon",60,,,,,,,,,0.20
1,,"Fortune's Favor","Eldritch Moon",61,,,,,,,,,0.25
1,,"Foul Emissary","Eldritch Moon",158,,,,,,,,,0.25
1,,"Furyblade Vampire","Eldritch Moon",128,,,,,,,,,0.25
1,,"Galvanic Bombardment","Eldritch Moon",129,,,,,,,,,0.25
1,,"Gavony Unhallowed","Eldritch Moon",89,,,,,,,,,0.20
1,,"Geist of the Archives","Eldritch Moon",62,,,,,,,,,0.30
1,,"Geist of the Lonely Vigil","Eldritch Moon",27,,,,,,,,,0.25
1,,"Geist-Fueled Scarecrow","Eldritch Moon",196,,,,,,,,,0.24
1,,"Give No Ground","Eldritch Moon",29,,,,,,,,,0.25
1,,"Gnarlwood Dryad","Eldritch Moon",159,,,,,,,,,0.32
1,,"Graf Harvest","Eldritch Moon",90,,,,,,,,,0.39
1,,"Graf Rats","Eldritch Moon",91a/96b,,,,,,,,,0.20
1,,"Grapple with the Past","Eldritch Moon",160,,,,,,,,,0.25
1,,"Grizzled Angler","Eldritch Moon",63a/63b,,,,,,,,,0.25
1,,"Guardian of Pilgrims","Eldritch Moon",30,,,,,,,,,0.19
1,,"Hamlet Captain","Eldritch Moon",161,,,,,,,,,0.25
1,,"Haunted Dead","Eldritch Moon",92,,,,,,,,,0.30
1,,"Heron's Grace Champion","Eldritch Moon",185,,,,,,,,,0.35
1,,"Identity Thief","Eldritch Moon",64,,,,,,,,,0.42
1,,"Impetuous Devils","Eldritch Moon",132,,,,,,,,,0.35
1,,"Incendiary Flow","Eldritch Moon",133,,,,,,,,,0.25
1,,"Ingenious Skaab","Eldritch Moon",66,,,,,,,,,0.18
1,,"Insatiable Gorgers","Eldritch Moon",134,,,,,,,,,0.25
1,,"Ironclad Slayer","Eldritch Moon",31,,,,,,,,,0.20
1,,"Ironwright's Cleansing","Eldritch Moon",32,,,,,,,,,0.19
1,,"It of the Horrid Swarm","Eldritch Moon",8,,,,,,,,,0.20
1,,"Kessig Prowler","Eldritch Moon",163a/163b,,,,,,,,,0.27
1,,"Laboratory Brute","Eldritch Moon",67,,,,,,,,,0.19
1,,"Lashweed Lurker","Eldritch Moon",9,,,,,,,,,0.25
1,,"Liliana's Elite","Eldritch Moon",94,,,,,,,,,0.25
1,,"Lone Rider","Eldritch Moon",33a/33b,,,,,,,,,0.50
1,,"Long Road Home","Eldritch Moon",34,,,,,,,,,0.25
1,,"Lunar Force","Eldritch Moon",68,,,,,,,,,0.25
1,,"Lunarch Mantle","Eldritch Moon",35,,,,,,,,,0.19
1,,"Make Mischief","Eldritch Moon",135,,,,,,,,,0.20
1,,"Markov Crusader","Eldritch Moon",95,,,,,,,,,0.25
1,,"Mercurial Geists","Eldritch Moon",186,,,,,,,,,0.24
1,,"Midnight Scavengers","Eldritch Moon",96a/96b,,,,,,,,,0.20
1,,"Mockery of Nature","Eldritch Moon",10,,,,,,,,,0.25
